attendance_percentage,assignments_rate,quizzes_score,previous_grades,time_spent_on_study,extracurricular,stress_level,dropout_confidense
91.13,71.4,52.2,62.017,5.8,0,4,0.5842
57.6,84.52,98.4,83.9695,15.2,1,9,0.5969
51.91,80.12,95.9,76.7855,9.3,1,2,0.586
85.97,57.05,56.33,78.029,23.6,0,7,0.4847
64.01,96.98,55.63,84.4415,13.8,0,4,0.4588
85.72,67.29,76.95,86.255,11.5,0,4,0.5029
77.75,52.24,87.85,78.3745,14,0,8,0.6074
55.44,65.02,69.11,61.3015,10.5,1,3,0.7249
96.61,66.78,56.82,71.709,12.5,0,5,0.5227
72.62,54.64,75.53,53.3525,19.2,1,5,0.6132
86.72,81,66.88,77.536,26.6,1,3,0.3488
75.05,67.34,67.59,67.767,14.3,0,4,0.6099
80.22,81.46,82.25,72.186,13,0,9,0.389
65.14,50.34,94.28,55.258,24.5,0,3,0.607
60.02,99.1,77.93,78.6295,5.6,0,10,0.529
77.13,58.53,84.38,65.4645,12.6,1,9,0.5846
72.01,82.97,83,76.8875,16.3,1,10,0.6019
69.51,85.79,77.56,78.023,20,1,1,0.4125
83.63,58.58,65.54,72.5215,8.9,0,5,0.6102
84.53,55.59,68.89,60.769,15.8,0,5,0.6676
52.3,57.63,65.79,65.3735,19.2,1,9,0.7442
66.94,62.34,95.87,62.837,17.8,1,8,0.5702
70.59,58.41,91.33,75.984,19.4,0,7,0.5811
54.84,83.7,78.97,78.4245,21.6,1,1,0.5635
61.8,71.04,95.61,82.28,14.5,0,7,0.483
52.58,76.89,94.32,63.898,6.6,0,2,0.6714
99.81,52.37,96.38,64.576,6.4,0,9,0.4949
86.83,93.06,61.09,74.7565,26.5,0,3,0.3888
54.37,58.53,85.88,61.609,21.9,1,9,0.5964
51.01,68.01,80.46,71.5295,24.1,0,5,0.5977
85.96,53.6,86.69,77.968,28.2,1,4,0.3662
71.96,56.84,63.17,70.177,23.8,1,5,0.6156
89.34,83.29,84.74,77.4725,22.3,1,2,0.323
96.17,84.63,70.49,77.201,21.4,1,8,0.2576
79.97,83.85,91.7,72.323,11.5,1,8,0.419
59.36,77.61,89.77,70.6725,28.9,0,8,0.4658
89.11,97.63,60.57,73.937,18.6,1,8,0.2979
97.79,75.36,59.19,62.1015,10.6,1,7,0.4821
79.01,72.47,85.89,77.961,10.2,1,2,0.4241
84.1,62.38,77.52,63.0435,25.4,1,8,0.5933
66.87,54.94,77.86,69.747,11.3,0,6,0.7094
69.08,77.41,87.63,71.86,6,1,5,0.4577
86.73,65.74,92.75,70.7345,15.7,0,2,0.4204
96.39,76.2,61.95,65.572,25.4,1,3,0.4167
81.45,60.31,77.78,66.4205,15.4,0,4,0.6735
89.49,91.91,91.45,75.2125,25.1,1,4,0.1443
58.58,99.98,93.64,71.354,25.7,1,5,0.2603
60.6,66.12,64.37,79.2665,26.4,0,2,0.6635
76.6,92.12,55.21,80.397,19.7,0,9,0.5081
58.83,93.65,61.64,81.4555,22.5,0,9,0.4883
81.75,99.8,97.27,73.5915,11.5,0,9,0.4049
64.58,67.14,73.12,79.101,7.5,1,5,0.4685
89.58,87.8,70.93,64.3775,18.3,1,4,0.3787
90.41,61.44,50.65,69.2395,5.3,1,9,0.6464
73.19,81.24,52.55,77.918,16.6,0,8,0.6248
59.04,85.24,83.43,70.7375,7.6,1,7,0.5127
82.34,87.06,79.49,79.05,7.7,0,5,0.466
99.64,60.36,78.78,76.3925,26.8,0,8,0.3489
81.13,92.44,55.52,69.571,21,1,5,0.433
51.79,71.05,67.6,63.1635,21.1,1,2,0.5759
50.86,60.82,90.62,69.264,15.1,0,6,0.6644
66.02,77.13,58.75,73.9805,15.3,1,2,0.5003
59.79,93.17,94.13,68.6755,12.6,0,10,0.572
90.65,98.35,56.07,74.3765,15.9,0,9,0.4769
92.24,87.41,58.46,72.924,19.7,1,7,0.3719
62.93,50.28,73.89,75.148,9.7,0,3,0.7146
66.28,56.74,97.26,73.415,11.5,0,10,0.5615
61.81,53.81,66.48,68.158,17.4,1,8,0.6666
95.42,55.06,82.91,64.8615,14.6,1,1,0.4457
75.13,69.15,79.43,77.4805,25.5,1,9,0.5713
82.81,66.92,57.48,62.2325,25.5,0,7,0.5114
70.77,55.68,62.41,61.5615,13.4,0,10,0.8221
81.55,94.11,96.51,84.053,16.3,0,2,0.3511
69.29,80.77,59.24,61.872,29.4,0,8,0.5713
66.98,89.82,84.75,80.629,25.7,0,6,0.4918
81.72,68.58,98.23,58.9075,10.4,0,6,0.5583
79.55,70.51,55.98,63.9445,12,0,4,0.6514
64.68,65.88,69.96,59.071,7.1,1,5,0.6816
57.47,71.92,61.2,74.4555,21.9,1,9,0.6652
68.43,80.52,61.08,65.619,12.9,0,7,0.6927
70.76,74.65,55.95,79.4785,18.4,1,1,0.4707
81.43,91.9,82.48,74.645,24.2,1,2,0.2211
95.73,95.01,87.32,75.776,25.9,0,1,0.2089
51.81,73.48,83.84,79.8355,13.1,0,9,0.6028
62.18,61.99,96.23,68.325,10.9,1,10,0.6041
59.69,97.26,57.28,82.2225,26.2,0,1,0.5187
75.11,86.75,65.99,78.3595,14.5,0,3,0.4671
71.49,82.01,67.23,77.8375,25.5,0,6,0.4736
86.45,87.27,61.6,63.664,8.7,1,6,0.4983
62.12,53.8,57.11,64.285,27.8,1,9,0.7068
79.72,53.38,74.34,72.58,17.1,0,9,0.5003
94.19,57.66,91.72,57.704,9.3,1,4,0.4598
95.53,57.37,97.73,70.0425,18.4,1,1,0.3643
97.94,71.03,56.47,62.828,26.8,1,10,0.4947
88.66,57.87,91.16,76.589,14.7,0,9,0.4758
95.3,92.73,91.23,84.833,9.5,0,2,0.1982
61.73,78.9,69.45,74.2105,19.4,0,10,0.6324
59.88,68.41,55.5,66.325,25.9,0,10,0.6503
50.32,53.48,99.5,68.867,8,0,4,0.6636
85.34,79.55,82.78,71.4415,6,0,7,0.4826
96.87,55.83,99.11,67.705,6.4,0,2,0.4752
59.35,87.16,74.18,72.671,10.8,0,9,0.5871
81.85,90.14,69.76,67.1425,5.2,1,5,0.3759
87.32,77.2,62.36,61.109,15.7,0,10,0.6127
96.38,57.48,99.18,72.857,22.4,1,9,0.4194
82.34,89.34,62.66,82.0345,22.8,1,9,0.4072
98.51,65.39,51.19,71.5405,20.9,0,8,0.4583
67.23,61.13,75.62,84.7945,12.4,1,3,0.5338
67.5,73.53,68.85,66.617,23.4,0,9,0.5916
77.15,96.13,63.07,67.9025,19.4,0,3,0.4868
69.18,64.87,81.73,70.521,26.5,1,9,0.5311
50.07,95.28,68.21,71.923,17,0,2,0.5389
86.59,52.68,70.11,76.95,9.5,1,7,0.5676
87.59,54.18,51.15,69.8695,20.9,1,2,0.5599
87.35,84.93,79.45,66.1795,8.8,1,5,0.5048
67.25,59.53,56.1,59.793,29.1,1,2,0.6225
76.11,65.83,60.69,69.1705,22.6,0,8,0.6342
68,56.82,85.86,64.2605,23.9,0,2,0.5754
50.8,66.61,65.66,84.591,22,0,9,0.731
78.12,64.02,58.16,86.001,7.4,0,2,0.6211
56.19,86.82,78.87,73.064,16.6,1,4,0.4634
54,85.1,60.75,68.2555,21.3,1,7,0.6535
87.77,97.75,63.55,71.7145,10.7,1,9,0.4534
50.48,86.22,81.07,74.7425,22,0,3,0.5151
97.95,84.74,86.99,82.0975,25.5,0,2,0.2127
75.76,84.71,86.98,82.8135,11.9,1,6,0.414
99.15,94.15,74.11,69.8515,10,0,1,0.3835
52.9,64.81,72.71,60.4575,27.1,0,5,0.6744
79.18,65,89.38,66.0185,5.1,1,8,0.5778
67.47,87.06,59.65,69.4355,11.4,0,3,0.6797
92.17,61.44,57.61,76.237,15.2,1,5,0.5487
68.06,95.6,83.23,74.8725,21.8,0,9,0.4489
63.02,76.74,70.48,72.5755,29.9,1,1,0.4901
92.88,65.01,85.5,74.523,14.3,0,9,0.4254
68.73,88.8,62.83,74.7215,28.7,0,1,0.459
50.84,65.62,66.24,66.1795,14.2,1,4,0.784
69.51,98.16,94.83,75.7365,22.4,1,1,0.2752
82.73,99.15,71.08,82.298,9.1,0,8,0.3915
62.72,83.34,79.55,76.957,16.5,0,7,0.5073
71.6,55.68,55.33,65.5455,26.8,1,3,0.5288
52.84,63.16,58.94,69.14,13,0,5,0.7289
79.4,75.77,51.79,65.9985,7.6,0,2,0.6141
87.81,92.57,71.22,78.2615,18.1,1,10,0.2848
70.67,59.24,99.45,60.2135,16,1,5,0.5359
71.01,55.22,93.69,64.498,10.7,0,5,0.6793
54.41,53.72,81.65,62.565,27.6,1,9,0.5913
60.1,75.35,93.05,80.6145,20,1,5,0.5259
57.73,94.24,79.71,82.3985,13.7,1,2,0.4669
74.08,52.12,68.44,74.858,29.9,0,3,0.5973
76.46,60.62,58.68,85.9425,8.4,0,6,0.6045
97.45,84.66,82.65,66.251,26.2,0,1,0.3389
53.66,91.29,59.65,66.5135,10.8,1,6,0.5723
79.99,90.37,70.87,71.7745,11,1,5,0.4853
76.32,89.25,91.29,66.7895,17.5,1,2,0.3721
75.81,56.49,56.46,68.2965,21.5,0,2,0.6502
93.66,69.86,56.45,70.9725,22.3,1,2,0.3572
60.28,99.24,61.22,72.3445,5.6,1,3,0.5074
52.04,99.44,77.6,72.8735,12.2,1,10,0.5708
83.61,80.12,62.59,60.5635,21.5,0,2,0.4492
67.26,85.46,75.16,87.328,27.2,1,3,0.3736
50.88,97.56,65.1,59.6485,21.7,0,9,0.5554
62.57,72.5,75.31,75.692,11.6,0,3,0.6506
65.47,56.84,63.88,73.8645,17.7,1,7,0.5707
80.84,83.45,99,81.3265,21.2,0,3,0.3529
58.63,98.01,74.64,77.2115,8.4,0,6,0.5898
70.65,84.86,87.18,82.407,18.6,0,9,0.4165
74.12,90.17,85.03,69.896,16.8,0,6,0.4846
72.96,71.14,74.53,67.044,13.4,0,4,0.6009
98.7,54.82,61.94,65.7905,20.6,0,5,0.5019
52.28,58.44,75.54,75.9595,20.9,0,8,0.6358
97.55,99.13,84.05,71.934,29.3,1,8,0.0866
79.1,74.66,73,73.1825,15.7,0,7,0.5473
89.79,50.6,54.1,72.1265,18.3,1,5,0.478
71.52,97.77,50.9,62.9435,8.9,0,9,0.6328
72.69,74.89,66.39,70.6675,18.7,0,1,0.5248
93.97,91.81,57.51,66.6215,5.9,1,4,0.4816
94.8,77.42,95.31,83.81,8.7,1,10,0.3311
61.93,55.09,58.79,67.5795,9.3,0,7,0.7775
59.96,80.78,69.71,79.428,20.8,1,5,0.5348
74.81,99.87,85.6,76.254,19.2,0,4,0.3814
95.01,51.74,90.77,70.8425,25,0,5,0.4454
66.12,92.09,73.89,73.573,16.6,0,1,0.5058
82.6,61.77,59.06,61.5655,16.9,1,4,0.4943
85.41,69.69,63.54,84.142,9,0,1,0.5543
88.93,68.64,70.95,61.0445,23.6,0,2,0.5073
78.2,94.94,68.23,73.9825,5.1,1,9,0.4387
70.12,75.22,67.43,68.0065,15.6,0,5,0.584
98.35,72.36,56.59,60.2985,9.7,0,9,0.5806
80.57,90.9,95.67,82.296,24.3,1,9,0.2616
86.43,52.45,51.49,54.306,21.8,1,10,0.657
67.25,54.32,72,77.951,22.7,0,5,0.6759
83.5,51.08,99.02,62.858,8.7,1,3,0.5828
62.89,84.4,82.99,69.3995,21.7,0,4,0.4364
62.25,76.28,67.77,65.6825,22.3,1,5,0.579
85.74,93.8,57.3,83.754,5.1,1,6,0.506
76.07,74.93,98.19,72.039,12.9,0,6,0.5028
84.16,61.09,50.7,70.174,7.2,0,8,0.747
63.47,90.26,84.07,76.9335,22,1,8,0.5181
79.94,64.72,94.01,68.1445,10.3,0,8,0.6085
72.2,96.78,51.26,59.3115,11.6,0,3,0.6027
79.85,62.52,86.26,66.041,7,1,4,0.5967
64.54,58.39,99.94,68.899,17.1,1,4,0.5335
85.77,74.67,81.98,62.492,5.8,0,7,0.5661
90.3,52.53,70.73,66.445,26.1,1,5,0.4508
63,51.82,93.72,68.4965,5.7,1,4,0.7269
65.03,74.8,77.71,80.7035,6.5,0,10,0.5911
83.06,60.76,87.47,70.801,21,0,5,0.564
84.78,50.47,79.39,68.997,27.9,0,1,0.5116
85.2,64.8,51.91,75.8085,27.3,0,4,0.437
84.13,73.87,60.66,73.0475,7.1,1,7,0.5653
69.64,69.71,53.94,70.6765,12.2,0,3,0.5564
69.74,56.77,55.33,71.066,18,1,7,0.6759
62.74,78.98,50.77,64.0465,5.7,0,5,0.785
57.84,85.52,71.06,66.267,18.2,1,1,0.4939
84.63,83.78,58.93,67.279,16.2,1,4,0.4643
54.66,69.69,92.78,82.0425,19.7,0,10,0.6731
96.89,56.88,87.5,77.963,28,1,3,0.2811
91.33,74.97,78.66,75.457,11.9,1,4,0.346
92.88,94.52,74.45,70.5845,21,0,6,0.4226
95.33,73.44,62.79,72.333,15.7,0,10,0.6019
70.43,59.78,73.75,80.126,15.9,0,4,0.5894
92.34,54.65,82.06,67.3875,21.2,1,7,0.5036
57.9,97.2,89.11,67.632,28.8,1,8,0.4601
51.08,87.15,54.08,74.3005,26.6,1,3,0.4983
89.24,65.65,85.42,76.1355,21,1,3,0.3397
53.74,64.77,87.14,74.4685,16.5,1,2,0.6284
99.43,94.76,77.95,73.523,15.6,1,6,0.3611
83.74,58.88,60.72,54.068,24.7,0,6,0.6397
87.67,76.75,76.96,63.0505,10.5,0,1,0.4548
62.29,85.68,75.14,77.324,19.7,1,9,0.5859
83.69,69.82,73.79,70.3095,17.6,0,2,0.4678
52.16,52,73.03,74.764,21.2,0,4,0.6834
91.89,61.39,55.54,58.362,9.7,0,9,0.6856
58.48,95.09,59.14,81.037,22.4,1,7,0.5538
84.87,76.16,54.87,75.3425,20.7,1,3,0.4826
61.22,90.77,62.12,69.1405,9.5,1,10,0.6257
53.42,77.78,63.17,75.1625,16.2,0,2,0.661
74.07,97.18,62.25,67.712,22,0,9,0.4911
58.46,95.46,60.55,78.045,27.5,1,2,0.4501
86.47,74.14,86.77,72.569,8.1,0,4,0.3583
61.88,65.91,90.93,66.9245,5.2,1,2,0.5887
67.12,80.08,66.36,75.6655,9.1,1,7,0.5813
78.37,83.74,65.26,71.6045,29.7,0,6,0.3786
64.25,74.92,92.2,69.257,24.2,0,8,0.5326
68.9,91.11,81.2,90.907,20.4,0,3,0.37
90.78,59.17,64.67,75.501,8.3,1,7,0.6328
58.96,66.72,85.68,66.535,15.4,0,8,0.7327
54.11,84.32,67.23,67.827,22.9,0,1,0.5517
66.42,62.33,79.33,80.0895,27.4,0,8,0.5281
71.22,71.99,99.63,77.156,14.5,0,1,0.4568
77.13,98.19,65.08,74.5725,30,1,6,0.3007
68.62,81.29,96.53,79.0955,8.5,0,2,0.4904
89.5,97.45,66.03,73.5565,14.7,1,9,0.3355
51.97,86.12,77.01,58.0225,26.9,1,10,0.5017
71.59,86.23,73,74.825,21.2,0,10,0.5304
69.11,79.59,89.16,71.709,25.3,0,10,0.5071
82.38,57.11,53.05,75.7285,27.7,1,3,0.4505
98.31,75.99,81.36,75.679,17.7,1,4,0.3611
75.52,62.63,88.03,69.762,10.9,0,10,0.5762
99.34,99.93,73.61,71.8975,22.3,0,5,0.292
65.11,63.35,55.26,62.76,19.1,1,3,0.6818
51.54,61.53,62.24,69.49,24.3,0,7,0.7117
58.28,81.19,83.98,78.431,17.8,1,2,0.4896
69.76,75.55,94.77,73.149,25.3,0,7,0.4244
65.82,51.07,71.08,70.3395,27.6,0,5,0.6137
54.85,56.48,78.02,76.279,23.7,1,9,0.6012
71.63,90.55,61.42,82.6225,23.6,1,2,0.344
66.91,74.18,70.61,69.2785,19.7,1,9,0.5413
56.13,57.3,66.84,68.8765,16.8,1,9,0.6243
64.81,73.26,82.78,72.3975,29.3,1,8,0.4296
94.32,62.66,99.23,85.2005,21.1,1,5,0.2748
65.1,61.18,90.67,66.394,26,0,3,0.5268
85.7,97.89,59.61,69.832,17.6,0,10,0.4486
80.6,68.1,78.88,68.2495,18.9,0,1,0.492
71.36,52.32,53.32,56.5135,21.6,0,10,0.7784
61.95,98.52,62.35,80.636,23.2,1,3,0.4535
68.45,89.74,58.61,56.6605,16.2,1,6,0.5306
79.61,62.72,66.78,73.148,13.9,1,4,0.4778
67.54,70.44,83.94,71.4535,11,1,6,0.4981
60.74,93.11,74.97,79.3735,15.6,0,4,0.4806
55.82,67.87,96.65,68.4,10.3,0,9,0.6445
93.99,78.37,60.64,56.669,15.4,0,8,0.5022
72.02,76.74,68.21,73.1975,26.9,0,10,0.4559
81.26,70.06,66.49,59.854,29.4,1,6,0.4414
74.52,81.98,61.8,67.7225,19.4,0,10,0.579
93.63,73.66,99.66,66.7215,8.7,1,8,0.4303
77.35,51.06,69.36,73.4255,15.7,0,7,0.6153
74.04,90.72,97.03,80.697,20.1,0,5,0.3353
96.23,55.66,69.52,78.1265,14.3,1,9,0.4371
85.98,73.2,60.2,77.184,10.1,0,4,0.5416
55.58,79,55.96,66.759,10.7,1,4,0.6238
58.89,85.28,92.78,69.5835,16.8,0,10,0.5799
89.36,70.54,51.6,77.132,10.4,1,9,0.4495
91.79,86.78,98.22,72.94,11.2,0,4,0.3354
77.26,56.57,70.91,62.609,26.8,1,4,0.5351
77.72,82.67,62.37,71.4655,24.5,0,8,0.5043
81.6,91.32,80.87,76.729,6.4,0,6,0.6
71.96,94.47,56.65,70.9875,13,1,7,0.5265
84.01,78.98,53.61,82.7465,18.3,0,4,0.4315
55.42,65.64,91.39,68.149,6.5,1,1,0.6132
98.06,58.17,71.23,67.9145,22.1,0,4,0.3802
87.51,67.28,75.91,58.149,14.6,1,4,0.4952
81.56,77,58.83,61.0495,14.9,1,2,0.477
65.82,59.82,53.07,60.32,11.6,0,8,0.8347
58.05,97.63,68.39,83.937,13.3,0,5,0.4966
70.47,94.86,75.31,65.659,26.5,0,9,0.4511
83.08,51.65,88.27,73.2675,24.7,0,5,0.459
81.69,78.1,75.05,77.4935,28.4,0,4,0.4765
69.13,89.47,89.13,75.394,22.5,1,3,0.3355
80.66,62.27,55.77,60.733,19.4,0,10,0.7514
90.69,76.19,53.2,69.2315,11.5,0,10,0.6211
51.31,70.3,57.94,66.738,21.7,1,1,0.658
72.53,59.83,88.6,68.6925,27.7,1,7,0.4868
87.93,80.74,87.97,84.0335,6.7,0,9,0.4647
77.31,99.68,57.07,73.9795,16.1,1,2,0.3073
82.57,68.26,51.55,77.052,8.7,1,4,0.5508
75.83,77.62,84.26,82.2195,25.3,1,8,0.4103
99.59,66.39,92.76,82.751,20.4,0,9,0.3494
52.73,93.85,87.71,85.822,27,0,9,0.3712
74.55,93.23,60.14,80.5455,6.6,0,6,0.5385
54.57,58.94,79.19,60.282,27.6,0,2,0.7264
57.99,95,87.87,82.9335,6.7,1,1,0.5096
69.15,57.58,62.79,72.6345,12.2,1,4,0.6317
57.78,54.77,76.39,55.923,8.9,1,6,0.7969
98.18,82.65,65.72,58.7255,8.6,1,2,0.4195
97.34,69.3,61.28,66.3495,9.3,0,6,0.4659
66.81,76.54,98.48,64.6815,17,0,1,0.4486
81.99,82.63,95.63,73.5915,24.6,1,6,0.3834
76.69,52.64,72.28,70.0955,27.5,1,5,0.497
90.78,64.65,56.84,70.8915,19.2,0,2,0.5068
81.37,73.05,86.4,80.462,8.9,1,4,0.4193
50.01,63.33,62.79,70.8555,7,1,9,0.8677
88.16,52.45,58.43,58.9085,17.4,1,2,0.6586
87.34,54.33,69.08,61.303,24.1,1,5,0.6212
75.49,90.09,76.49,71.093,20.5,1,3,0.3738
95.15,95.57,54.87,77.206,19.6,0,2,0.3704
95.42,57.61,78.59,71.6015,6.2,0,10,0.5028
76.2,62.46,50.77,74.4375,15.3,0,8,0.7374
80.4,82.61,94.59,67.922,18.8,1,10,0.3342
99.83,97.71,96.04,71.96,20,0,9,0.2651
64.94,64.98,86.65,73.0185,5.1,1,6,0.5522
66.23,92.76,73.33,67.979,10,1,5,0.482
59.14,75.3,62.74,68.135,28.7,0,7,0.555
94.79,97.83,87.21,75.984,17.7,1,3,0.192
87.22,56.81,96.59,61.41,22.6,0,6,0.4557
55.28,98.68,57.93,86.4955,12.7,0,7,0.5438
99.09,72.05,73.29,66.5145,19.6,1,1,0.3969
86.55,97.65,65.76,87.648,13.9,0,4,0.3125
92.53,72.93,67.84,64.719,12.4,0,7,0.5445
52.41,76.5,70.29,69.1815,15.3,1,10,0.7075
75.25,90.24,97.59,71.984,16.5,1,6,0.331
84.93,86.13,62.93,78.002,13.3,1,10,0.4139
77.15,80.98,74.63,72.4865,11.4,0,2,0.4983
83.33,70.85,97.57,75.766,20.6,0,8,0.4766
90.89,89.62,73.8,74.461,14.5,0,7,0.4212
68.72,97.41,93.18,76.577,10,0,2,0.3986
92.43,50.49,52.94,52.608,24,1,9,0.625
58.15,79.39,97.65,85.5715,23.1,1,6,0.3449
63.54,93.3,59.38,78.152,27.2,0,2,0.4945
52.17,82.66,99,86.0475,18.9,0,5,0.5012
68.22,90.04,58.78,69.5395,12,1,1,0.5012
69,94.75,72.22,80.067,26.6,0,2,0.344
90.26,87.55,65.43,62.671,12,1,9,0.4196
82.66,85.85,71.66,80.3605,21.4,1,10,0.4063
71.84,98.24,62.53,74.7575,9.8,1,1,0.5114
82.61,93.18,98.27,72.4225,20.7,0,4,0.2864
52.64,90.77,65.29,69.265,26,1,9,0.5563
59.01,54.32,82.66,68.8875,18.5,0,4,0.5594
81.35,61.95,56.87,75.2235,16.8,1,10,0.5418
82.07,77.84,91.22,86.583,29.8,0,1,0.2829
88.71,85.48,77.13,78.944,5.6,1,5,0.3607
70.15,65.16,98.97,90.9795,13.3,0,6,0.4367
86.13,54.67,71.17,66.012,28,0,1,0.4638
84.2,65.55,59.77,79.574,21.1,1,8,0.4967
98.17,88.55,67.3,73.1965,18.6,1,1,0.2859
60.76,93.87,86.85,78.5285,20.9,1,6,0.2865
77.58,95.65,82.96,79.438,13,1,9,0.2738
80.09,68.94,88.92,71.3355,6.8,1,3,0.4571
99.93,68.63,53.67,67.1385,11.9,0,5,0.5628
60.06,70.34,79.02,66.646,13.4,0,1,0.4894
76.16,68.79,96.61,78.47,17,0,1,0.4132
67.31,83.31,55.4,77.7885,14.8,0,2,0.5428
76.29,67.92,54.72,67.6195,18,1,6,0.6445
61.61,51.02,85.83,63.0315,9.9,1,7,0.6732
52.38,71.95,65.76,75.768,9.6,1,5,0.682
78.63,61.21,82.93,67.611,13.8,1,1,0.5101
66.79,51.44,77.27,64.5715,16.8,1,1,0.5041
59.1,73.54,99.3,75.076,13.5,0,1,0.5673
66.2,60.3,94.45,60.04,19.4,1,3,0.5481
52.46,72.64,83.9,64.866,12.8,0,4,0.6926
97.52,63.89,63.08,64.426,9.4,0,8,0.7798
79.06,80.19,63.1,68.5655,26.6,1,9,0.3447
90.74,99.54,94.11,73.189,10,1,5,0.3681
71.16,77.36,79.27,85.0725,29.2,0,4,0.3878
95.17,82.34,89.46,72.9415,29.7,0,10,0.3172
74.17,95.96,72.49,78.4535,22.4,0,9,0.4217
78.7,68.7,55.15,55.976,17.6,1,6,0.5791
74.59,58.33,66.63,75.7075,24.9,1,3,0.4724
86.66,64.14,58.06,79.721,26.8,1,7,0.4568
78.33,70.14,89.09,69.447,22.7,0,9,0.4094
63.58,82.25,85.03,62.1775,7.6,0,10,0.6809
57.28,50.23,54.42,66.0335,5.1,0,2,0.8316
80.31,92.67,81.07,64.4685,9.8,1,9,0.3969
74.46,53.8,93.71,69.626,9.7,0,2,0.5721
54.8,95.03,84.87,75.234,9.6,1,5,0.5657
69.78,97.47,75.56,85.496,17.7,1,1,0.3139
75.74,99.51,65.59,77.948,18,1,2,0.3797
91.34,90.48,94.35,70.2385,23.1,1,7,0.2203
53.81,57.09,71.14,59.5315,10,1,4,0.7837
67.42,85.31,92.77,82.159,7.3,0,7,0.5407
91.13,60.17,89.15,65.8255,21.7,1,4,0.4938
82.42,94.86,90.81,81.284,17.1,1,1,0.2512
64.5,65.83,99.49,71.4875,21.7,0,6,0.5563
92.27,66.34,87.44,76.6185,14.5,0,9,0.4656
74.66,95.88,51.7,73.068,23.8,0,6,0.5421
74.92,50.66,60.27,63.794,22.1,1,7,0.5923
98.83,59.7,51.76,60.088,21.3,1,7,0.5526
97.36,71.1,59.5,71.3195,5.7,1,1,0.4665
67.93,85.04,53.07,67.5425,26.5,0,2,0.5272
57.03,82.38,75.08,76.1535,14.4,1,1,0.5221
66.28,83.47,51.41,77.7105,8.4,0,1,0.6313
51.52,94,73.63,66.9,23.9,0,8,0.5602
51.04,56.05,94.94,66.186,17.2,1,4,0.6375
69.78,76.11,87.43,73.53,5.8,0,10,0.6812
97.05,86.27,97.2,82.988,24.5,0,8,0.29
93.57,81.81,61.33,81.7775,15.9,1,5,0.4161
75.57,72.42,76.55,65.18,23.9,1,1,0.4175
78.26,50.86,65.93,75.95,23.9,1,9,0.5086
50.3,53.02,74.69,66.7795,7.5,1,3,0.8017
60.78,55.95,77.85,79.856,20.3,1,7,0.6255
51.24,67.16,51.81,72.462,14,1,7,0.799
87.73,55.88,61.66,68.083,18.7,1,10,0.5315
57.28,71.3,85.24,65.896,7.2,0,10,0.6964
93.45,58.93,88.65,73.47,19.7,0,4,0.3504
82.17,88.96,78.47,78.8325,24.4,0,8,0.3556
61.47,93.57,63.54,70.173,29.7,1,8,0.5023
57.89,69.48,70.25,70.797,13,1,2,0.588
81.38,75.57,54.8,70.7985,8.9,0,8,0.6558
95.04,97.67,97.66,75.7245,14.1,1,5,0.2145
85.92,76.78,93.43,77.224,5.5,0,2,0.462
67.43,99.75,53.28,73.776,15.2,1,6,0.4351
79.37,57.11,58.32,55.466,27.9,1,8,0.5891
65.54,93.11,79.05,64.9945,9.9,1,4,0.3519
99.96,74.86,61.62,72.7145,16.9,1,10,0.4106
87.44,51.14,96.72,71.396,19.3,1,9,0.3751
80.72,98.61,87.78,78.505,9.5,0,8,0.4667
71.16,98.25,63.66,64.6455,13.3,0,7,0.5853
80.91,69.16,50.31,73.5005,27.8,0,7,0.5605
67.08,97.71,89.97,75.1815,12.4,0,8,0.5415
51.44,57.05,71.2,67.422,20.9,0,7,0.6848
69.75,84.01,82.12,70.082,8.4,0,1,0.6201
96.52,59.6,64.35,63.3795,21.7,1,5,0.5115
81.32,62.33,57.14,68.6285,12,1,2,0.5636
54.2,88.97,83.77,74.9915,10.8,1,5,0.5838
94.25,68.87,72.52,60.717,8.1,1,5,0.4499
63.44,50.36,61.76,59.792,6.2,0,6,0.7945
62.19,70.71,56.88,66.837,29.2,1,6,0.533
64.85,61.4,79.02,83.6275,15.3,1,6,0.5213
78.86,84.17,86.28,79.1555,24.4,1,7,0.278
77.23,59.72,64.19,66.07,28,0,2,0.609
74.57,92.11,86.76,83.4985,10.1,0,4,0.4106
85.88,63.35,59.16,67.7505,26.7,1,5,0.4915
65.83,69.65,66.92,69.6505,22.7,0,10,0.5926
89.1,64.9,87.24,79.551,19.4,0,7,0.3415
58.77,82.2,83.01,68.562,25.2,0,2,0.5156
89.13,55.06,63.53,66.769,7.8,1,8,0.5155
83.19,73.9,56.11,70.007,11.6,0,2,0.5672
84.16,66.72,52.12,66.824,8.3,1,5,0.5353
74.08,94.21,91.9,79.0585,27.4,0,9,0.4405
83.35,53.67,53.76,52.237,7.5,0,2,0.7879
53.99,91.48,55.74,69.49,29.5,0,2,0.5471
92.58,58.38,61.89,52.478,7.7,1,2,0.6641
52.78,54.43,72.28,65.1925,21.5,0,7,0.6944
57.44,60.12,89.49,75.856,21.5,1,5,0.5691
78.84,55.13,62.37,53.2695,28.3,1,9,0.6038
86.97,76.05,77.18,62.5725,13.1,0,4,0.5203
53.81,99.41,54.52,80.201,13.3,1,1,0.5838
96.04,51.72,73.23,75.4665,26.2,1,8,0.4577
98.68,73.06,58.88,58.88,29.5,1,6,0.405
